MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000002735 -> SIENA-BOGOTA                                                                                                                                                                                     ;ES-ALN-1123 ;2-C.I. ENERGIA SOLAR S.A.;151276-1;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 5;11;28,16;PENDIENTE;;0,412903226;2,56
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000003231 -> VIVE RIO- BARRANQUILLA                                                                                                                                                                           ;ES-ALN-1123 ;2-C.I. ENERGIA SOLAR S.A.;151282-2;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 5;8;20,48;PENDIENTE;;0,412903226;2,56
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ES-ALN-449  ;2-C.I. ENERGIA SOLAR S.A.;151283-1;T6;6063;5,1;Polycron LG Bronze;PINTURA;PRENSA 9-2;5;34,85;PENDIENTE;;1,366666667;6,97
NACIONAL;P5 2025 O ;OC 868717-E_PROY_S7_P5 X - Bodega B3 Proyecto 000000003237 -> BELLA LUNA-CARTEGENA                                                                                                                                                                             ;ES-ALN-449  ;2-C.I. ENERGIA SOLAR S.A.;151283-15;T6;6063;6,2;Polycron LG Bronze;PINTURA;PRENSA 9-2;46;389,62;PENDIENTE;;1,366129032;8,47
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T001;2-C.I. ENERGIA SOLAR S.A.;151265-1;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-3;10;220;PENDIENTE;;3,548387097;22
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T002;2-C.I. ENERGIA SOLAR S.A.;151265-2;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-5;10;85,3;PENDIENTE;;1,375806452;8,53
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T005;2-C.I. ENERGIA SOLAR S.A.;151265-4;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-4;10;107,4;PENDIENTE;;1,732258065;10,74
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T006;2-C.I. ENERGIA SOLAR S.A.;151265-5;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-1;10;63;PENDIENTE;;1,016129032;6,3
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESBF5010T007;2-C.I. ENERGIA SOLAR S.A.;151254-4;T6;6063;6,2;Duranar Bone White;PINTURA_ASSE;PRENSA 7-3;4;50,2;PENDIENTE;;2,024193548;12,55
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESBF5010T008;2-C.I. ENERGIA SOLAR S.A.;151254-5;T6;6063;6,2;Duranar Bone White;PINTURA_ASSE;PRENSA 7-1;4;53,48;PENDIENTE;;2,156451613;13,37
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T009;2-C.I. ENERGIA SOLAR S.A.;151265-10;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-3;10;134,5;PENDIENTE;;2,169354839;13,45
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESBF5010T009;2-C.I. ENERGIA SOLAR S.A.;151254-7;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-3;4;53,8;PENDIENTE;;2,169354839;13,45
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESBF5010T010;2-C.I. ENERGIA SOLAR S.A.;151265-11;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-2;10;130,3;PENDIENTE;;2,101612903;13,03
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESBF5010T010;2-C.I. ENERGIA SOLAR S.A.;151254-8;T6;6063;6,2;Black Kynar;PINTURA_ASSE;PRENSA 7-2;4;52,12;PENDIENTE;;2,101612903;13,03
GMP;P5 2025 O ;OC 868685-E ADDP5 X - Bodega B3 Proyecto 000000002998 -> UH MANOA GREYSTAR -Mililani, HI                                                                                                                                                                       ;ES-CF-001   ;2-C.I. ENERGIA SOLAR S.A.;151187-1;T5;6063;5,1;D.GREEN;PINTURA;PRENSA 7-1;11;50,71;LIBERADO;;0,903921569;4,61
RETAIL;P5 2025 O ;OC 868685-E ADDP5 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-CF-001   ;2-C.I. ENERGIA SOLAR S.A.;151186-11;T5;6063;5,1;2604 Silverstorm;PINTURA;PRENSA 7-1;5;23,05;LIBERADO;;0,903921569;4,61
RETAIL;P5 2025 O ;OC 868685-E ADDP5 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-CF-001   ;2-C.I. ENERGIA SOLAR S.A.;151186-12;T5;6063;5,1;2604 Arcadia Silver;PINTURA;PRENSA 7-1;5;23,05;LIBERADO;;0,903921569;4,61
CW;P5 2025 O ;OC 868683-E 100 BUILDING A X - Bodega B3 Proyecto 000000003062 -> PROY MENORES Y REPO CW 2024 100 VA Stool trim lvl 12-14                                                                                                                                      ;ES-CF-001   ;2-C.I. ENERGIA SOLAR S.A.;151171-1;T5;6063;4,5;Duracron S600 Charcoal Gray;PINTURA;PRENSA 7-1;69;280,83;LIBERADO;;0,904444444;4,07
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B3 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-CM-006   ;2-C.I. ENERGIA SOLAR S.A.;151250-38;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;5;78,6;LIBERADO;;2,535483871;15,72
RETAIL;P5 2025 O ;(en blanco);ES-CM-009   ;2-C.I. ENERGIA SOLAR S.A.;151251-149;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;16;284,48;PENDIENTE;;2,867741935;17,78
GMP;P5 2025 O ;OC 868691-E-NOMI-OX-DEL1-2 X - Bodega B2 Proyecto 000000003215 -> NOMI 2 -MIAMI                                                                                                                                                                                ;ES-EL101A   ;2-C.I. ENERGIA SOLAR S.A.;151208-8;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;48;193,44;PENDIENTE;;0,65;4,03
RETAIL;P5 2025 O ;(en blanco);ES-EL101A   ;2-C.I. ENERGIA SOLAR S.A.;151251-30;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;24;96,72;PENDIENTE;;0,65;4,03
RETAIL;P5 2025 O ;(en blanco);ES-EL101A   ;2-C.I. ENERGIA SOLAR S.A.;151251-48;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;96;386,88;PENDIENTE;;0,65;4,03
RETAIL;P5 2025 O ;(en blanco);ES-EL103    ;2-C.I. ENERGIA SOLAR S.A.;151251-94;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;4;24,44;PENDIENTE;;0,985483871;6,11
RETAIL;P5 2025 O ;(en blanco);ES-EL104    ;2-C.I. ENERGIA SOLAR S.A.;151251-128;T6;6063;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;6;39,42;PENDIENTE;;1,152631579;6,57
RETAIL;P5 2025 O ;(en blanco);ES-EL104    ;2-C.I. ENERGIA SOLAR S.A.;151251-53;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-3;163;1165,45;PENDIENTE;;1,153225806;7,15
RETAIL;P5 2025 O ;(en blanco);ES-EL105    ;2-C.I. ENERGIA SOLAR S.A.;151251-122;T6;6063;5,1;2604 Black;PINTURA;PRENSA 7-5;4;14,72;LIBERADO;;0,721568627;3,68
RETAIL;P5 2025 O ;(en blanco);ES-EL105    ;2-C.I. ENERGIA SOLAR S.A.;151251-24;T6;6063;6,2;2604 Black;PINTURA;PRENSA 7-5;4;17,88;LIBERADO;;0,720967742;4,47
RETAIL;P5 2025 O ;(en blanco);ES-EL105    ;2-C.I. ENERGIA SOLAR S.A.;151251-27;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;13;58,11;LIBERADO;;0,720967742;4,47
RETAIL;P5 2025 O ;(en blanco);ES-EL105    ;2-C.I. ENERGIA SOLAR S.A.;151251-51;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;77;344,19;LIBERADO;;0,720967742;4,47
GMP;P5 2025 O ;OC 868691-E-NOMI-OX-DEL1-2 X - Bodega B2 Proyecto 000000003215 -> NOMI 2 -MIAMI                                                                                                                                                                                ;ES-EL106    ;2-C.I. ENERGIA SOLAR S.A.;151208-11;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-1;48;244,32;LIBERADO;;0,820967742;5,09
RETAIL;P5 2025 O ;(en blanco);ES-EL107A   ;2-C.I. ENERGIA SOLAR S.A.;151251-120;T6;6063;5,2;2604 Bone White;PINTURA;PRENSA 5;4;10,28;PENDIENTE;;0,494230769;2,57
RETAIL;P5 2025 O ;(en blanco);ES-EL107A   ;2-C.I. ENERGIA SOLAR S.A.;151251-50;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 5;42;128,94;PENDIENTE;;0,49516129;3,07
RETAIL;P5 2025 O ;(en blanco);ES-EL108C   ;2-C.I. ENERGIA SOLAR S.A.;151251-126;T6;6063;5,8;2604 Bermuda Bronze;PINTURA;PRENSA 4;11;54,78;LIBERADO;;0,85862069;4,98
RETAIL;P5 2025 O ;(en blanco);ES-EL108C   ;2-C.I. ENERGIA SOLAR S.A.;151251-152;T6;6063;5,7;2604 Bone White;PINTURA;PRENSA 4;18;88,2;LIBERADO;;0,859649123;4,9
RETAIL;P5 2025 O ;(en blanco);ES-EL108C   ;2-C.I. ENERGIA SOLAR S.A.;151251-28;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 4;19;101,27;LIBERADO;;0,859677419;5,33
RETAIL;P5 2025 O ;(en blanco);ES-EL108C   ;2-C.I. ENERGIA SOLAR S.A.;151251-49;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 4;48;255,84;LIBERADO;;0,859677419;5,33
RETAIL;P5 2025 O ;(en blanco);ES-EL108C   ;2-C.I. ENERGIA SOLAR S.A.;151251-87;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 4;13;56,94;LIBERADO;;0,858823529;4,38
GMP;P5 2025 O ;OC 868691-E-NOMI-OX-DEL1-2 X - Bodega B2 Proyecto 000000003215 -> NOMI 2 -MIAMI                                                                                                                                                                                ;ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151208-6;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 4;194;217,28;LIBERADO;;0,180645161;1,12
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-113;T6;6063;5,6;2604 Bermuda Bronze;PINTURA;PRENSA 4;106;107,06;LIBERADO;;0,180357143;1,01
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-123;T6;6063;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 4;5;5,15;LIBERADO;;0,180701754;1,03
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-25;T6;6063;6,2;2604 Black;PINTURA;PRENSA 4;51;57,12;LIBERADO;;0,180645161;1,12
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-29;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 4;199;222,88;LIBERADO;;0,180645161;1,12
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-4;T6;6063;6,2;Clear Anodized class 1;ANODIZADO;PRENSA 4;12;13,44;LIBERADO;;0,180645161;1,12
RETAIL;P5 2025 O ;(en blanco);ES-EL109    ;2-C.I. ENERGIA SOLAR S.A.;151251-56;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 4;474;530,88;LIBERADO;;0,180645161;1,12
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-EL110    ;2-C.I. ENERGIA SOLAR S.A.;151256-3;T6;6063;6,2;2604 Black;PINTURA;PRENSA 4;150;159;PENDIENTE;;0,170967742;1,06
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-EL110    ;2-C.I. ENERGIA SOLAR S.A.;151256-4;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 4;330;349,8;PENDIENTE;;0,170967742;1,06
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                ;ES-EL110    ;2-C.I. ENERGIA SOLAR S.A.;151256-7;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 4;350;371;PENDIENTE;;0,170967742;1,06
RETAIL;P5 2025 O ;(en blanco);ES-EL111    ;2-C.I. ENERGIA SOLAR S.A.;151251-115;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 4;4;2,44;LIBERADO;;0,119607843;0,61
